output_linear_velocity,output_angular_velocity,distance_from_goal,angle_from_goal,lidar_depth_1,lidar_depth_2,lidar_depth_3,lidar_depth_4,lidar_depth_5,lidar_depth_6,lidar_depth_7,lidar_depth_8,lidar_depth_9,lidar_depth_10,lidar_depth_11,lidar_depth_12,lidar_depth_13,lidar_depth_14,lidar_depth_15,lidar_depth_16,lidar_depth_17,lidar_depth_18,lidar_depth_19,lidar_depth_20,lidar_depth_21,lidar_depth_22,lidar_depth_23,lidar_depth_24,lidar_depth_25,lidar_depth_26,lidar_depth_27,lidar_depth_28,lidar_depth_29,lidar_depth_30,lidar_depth_31,lidar_depth_32,lidar_depth_33,lidar_depth_34,lidar_depth_35,lidar_depth_36,lidar_depth_37,lidar_depth_38,lidar_depth_39,lidar_depth_40,lidar_depth_41,lidar_depth_42,lidar_depth_43,lidar_depth_44,lidar_depth_45,lidar_depth_46,lidar_depth_47,lidar_depth_48,lidar_depth_49,lidar_depth_50
0,0.3490658503988659,66.007575322837,1.5859466826696664,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,83.48182142774988,79.24597122916089,75.71430150234154,72.77871169238121,70.35681147660584,68.38554740221652,66.81678180085866,65.61419547414327,64.75111604202812,64.2090164429031,63.97651965065498,64.04880722607301,64.42737340382341,65.12010105896582,66.14166682343065,67.51431468415252,69.26907570649111,71.44756269522993,74.10454245576081,77.31160077298682,81.16239354665379,85.78027038837288,91.32955476485563,98.03264214319668,106.19668762288454,116.25674799824837,128.84851325069903,134.79222323097605,130.09756315670825,126.2400338914909,123.12160990366729,120.66767421532757,118.82234886230955,117.54523024369335,116.80915603277418,116.59876543209876
2,0.3490658503988659,66.00730264436548,1.2282253992915892,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,86.31285765496341,81.60599441760563,77.68126315061599,74.41162990628872,71.70073628667109,69.47496418786116,67.67797948010613,66.26692789002445,65.20976545438913,64.48339345078294,64.0723855239921,63.96817173363682,64.16859725648115,64.67781278689831,65.50648613997622,66.67235538330188,68.20117783236721,70.12817201528286,72.50010894536241,75.37829667199728,78.84283795760854,82.99875966565476,87.98497687005822,93.98768339831601,101.26088692205133,110.15891236739957,121.18983079248801,135.1073628220989,132.71060506526356,128.38135739704478,124.84483101413159
2,0.3490658503988659,65.2733585168119,1.0494774069866075,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,85.1024007218331,80.35427285194913,76.39585140587435,73.09684085914755,70.35857333917949,68.10572973901887,66.28066349295034,64.83945048054083,63.74911830597286,62.98570715043115,62.53293863499459,62.38134975647225,62.527803912610395,62.97533120126606,63.73328267908116,64.81781336976731,66.25274123051345,68.07086926866768,70.3159126229343,73.04525248186037,76.33386198914715,80.27994657325084,85.01316797083135,90.70688171591563,97.59681551047753,106.01046699978491,116.41510188722569,129.49964553278556
2,0.3490658503988659,64.10063116764627,0.8356562838163973,79.43099691749335,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,81.6724260264751,77.2552607320026,73.57183095605804,70.50420220069131,67.96282630662,65.87925595955183,64.20112606114644,62.888650866142925,61.91216549390991,61.25041075809115,60.889367695274444,60.82151874370571,61.04546143342934,61.56583708621079,62.39356770157188,63.54642381817693,65.04997933315344,66.93905152306925,69.25978353831736,72.07261448533019,75.45651901943002,79.51511945210302,84.38564308743965,90.25233785435155
2,0.26633969177137423,63.090760575606026,0.5326793829140074,96.05196433014652,83.25373770990309,73.51806881931167,71.34894622312335,75.67803808798548,80.88825630801166,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,80.33664462016195,76.02451050447159,72.42857719704381,69.43452704094979,66.95550186157729,64.92509224152616,63.29250255472543,62.01917397213313,61.076414265754124,60.443746002194246,60.10778765468636,60.061550002789474,60.304077427730775,60.84039933991686,61.68178709134702,62.846341116763384,64.3599663315317,66.25783652656584,68.58650848431533
2,0.2136691464575507,61.402897307462375,0.427338291704491,128.74623928281687,105.92791771353134,89.90757649555268,78.09546768659185,69.08010806741534,72.82120644283216,77.31044026810582,82.71706255770697,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,78.72617147379192,74.5656464986248,71.09614809872527,68.20882946294846,65.82089344671796,63.86900801114132,62.30475556951565,61.09145078754601,60.2019073947926,59.61688545676898,59.324046478888334,59.3173073415788,59.59652878085694,60.1675083110827,61.0422769129317,62.23972813034662,63.78664206126757
2,0.13561043864667072,59.52582240396042,0.27122087548690477,208.87162893022708,186.28035609177923,140.86715661278825,112.93008560698414,94.08388583972682,80.57080633332664,70.45592571876902,71.06529468755012,75.11063473098667,79.97004817422987,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,76.35583345648877,72.50836780381918,69.30108207396201,66.63694924506407,64.44195747326843,62.6594599857974,61.24624920129786,60.16980445635812,59.40636379340752,58.939595271471774,58.75972395701544,58.86302536452773,59.251635622422356,59.93366013449561
2,0.07299867412764999,57.5834605603846,0.14599734656382735,205.40131302661405,206.71979486610226,208.9598112764972,180.32896136226336,135.60631837841996,108.29580517154179,89.95802117441929,76.85150873404797,67.73800112136607,71.08347106871973,75.09523560416974,79.91334898957521,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,76.32757967025722,72.4492906355375,69.21600644522722,66.52935074692392,64.31431223177289,62.51348107864807,61.083047455116656,59.98999712487047,59.21014590307939,58.726782916082,58.5297751774213,58.61504167307582
2,0.06393296996214035,55.60221929367932,0.12786593828001558,205.25012451487999,206.24682901614526,208.15341623976317,193.01407716529064,140.67865783982265,110.18881577540809,90.30438523829912,76.36996812395866,66.73839928423546,69.87474376693503,73.63670741833529,78.15068373814196,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,73.66008565322994,70.21263538101972,67.3433060979184,64.96959458945675,63.028399458957765,61.47147314683406,60.26224244421171,59.37357709606188,58.78623742213897,58.487827969321685,58.4721478471876
2,0.09783343185569852,53.62863722318531,0.1956668616843078,206.3396939117621,208.21559261812527,184.27192481293773,133.72017909800653,104.41759658306647,85.36570863478849,72.04188815090033,66.74227615936296,69.86305630883308,73.60653363195097,78.09802829598563,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,73.6450425100781,70.18192112777238,67.2991740219649,64.91367047153032,62.961835874124375,61.395054479634965,60.17645639539049,59.278662581930064,58.682215113647985,58.37451734815883,58.34917303102715,58.6056584033078
